Id,running_time,completed_time,route_distance_km,delta_time
6201278768504960607,2022-01-24 19:21:22,2022-01-24 19:37:47,5.652,985.0
-2526751748225540448,2022-01-24 21:50:47,2022-01-24 21:55:07,2.046,260.0
6217269114790665018,2022-01-24 13:42:07,2022-01-24 13:51:54,2.851,587.0
2606062726982203262,2022-01-24 08:55:37,2022-01-24 09:03:12,2.613,455.0
-9142294468936342811,2022-01-24 12:42:31,2022-01-24 12:55:52,3.33,801.0
-3375888148631623161,2022-01-24 10:43:49,2022-01-24 10:52:14,3.701,505.00000000000006
5535306168360905567,2022-01-24 19:36:58,2022-01-24 19:49:03,5.33,725.0
-8728422847222574339,2022-01-24 12:30:22,2022-01-24 12:41:41,2.898,679.0
418777407513512587,2022-01-24 07:50:23,2022-01-24 07:56:53,1.977,390.0
742154086206620415,2022-01-24 10:27:38,2022-01-24 10:36:01,2.697,503.00000000000006
-2550837373638635227,2022-01-24 19:22:19,2022-01-24 19:38:20,7.3,961.0
-4808179386026220215,2022-01-24 13:26:19,2022-01-24 13:41:47,4.783,928.0
2024604925009576342,2022-01-24 23:51:11,2022-01-25 00:06:26,5.942,915.0
-9183032347035935532,2022-01-24 16:59:02,2022-01-24 17:09:11,2.561,609.0
-8519300046455333256,2022-01-24 07:04:55,2022-01-24 07:16:00,3.563,665.0
-5428570717944072936,2022-01-24 15:40:05,2022-01-24 15:46:05,1.408,360.0
-6157520462739603402,2022-01-24 15:14:19,2022-01-24 15:28:10,2.523,831.0
5816689546394111826,2022-01-24 18:00:28,2022-01-24 18:09:33,3.207,545.0
-8046420515889195461,2022-01-24 07:51:40,2022-01-24 08:05:50,5.419,850.0
5802838676542832141,2022-01-24 09:57:32,2022-01-24 10:07:16,4.69,584.0
-4565676686133070874,2022-01-24 10:34:52,2022-01-24 10:46:09,2.946,677.0
-2490513883514993283,2022-01-24 15:39:09,2022-01-24 15:53:09,3.672,840.0
-8608715579699766730,2022-01-24 12:30:44,2022-01-24 12:40:18,2.986,574.0
1335778186508685670,2022-01-24 20:53:14,2022-01-24 20:58:30,1.497,316.0
-5447991600125480446,2022-01-24 08:47:04,2022-01-24 08:54:33,2.792,449.0
-2785244377816050518,2022-01-24 20:01:41,2022-01-24 20:09:11,2.034,450.0
-457913045699644314,2022-01-24 12:35:45,2022-01-24 12:46:54,2.037,669.0
-2353391439870326145,2022-01-24 21:32:08,2022-01-24 21:41:29,4.443,561.0
8343517917516511072,2022-01-24 10:51:32,2022-01-24 10:59:37,2.704,485.00000000000006
4524806498386757890,2022-01-24 22:11:01,2022-01-24 22:14:52,1.722,231.00000000000003
3432552306500422433,2022-01-24 15:35:00,2022-01-24 15:47:28,2.767,748.0
-6781021281897289645,2022-01-24 15:17:38,2022-01-24 15:27:44,2.788,606.0
8571468279258888622,2022-01-24 09:11:50,2022-01-24 09:23:20,5.284,690.0
2262974746829477282,2022-01-24 14:53:42,2022-01-24 14:59:58,1.553,376.0
3641671710521294689,2022-01-24 18:31:25,2022-01-24 18:39:06,3.758,461.00000000000006
7173379930148236395,2022-01-24 20:29:06,2022-01-24 20:39:27,4.318,621.0
8514167348717608644,2022-01-24 07:07:34,2022-01-24 07:21:25,4.211,831.0
-1969318097785224087,2022-01-24 05:39:40,2022-01-24 05:45:45,2.001,365.0
-7595349850920736014,2022-01-24 06:30:00,2022-01-24 06:45:22,4.207,922.0
8383049762581606055,2022-01-24 19:52:28,2022-01-24 20:07:30,6.146,902.0
-7027636672450193786,2022-01-24 09:24:11,2022-01-24 09:32:21,4.268,490.00000000000006
2030302064865953072,2022-01-24 17:51:32,2022-01-24 18:01:01,3.221,569.0
-9025251333875227282,2022-01-24 13:16:31,2022-01-24 13:32:05,7.67,934.0
1617189211339493176,2022-01-24 06:51:55,2022-01-24 07:02:22,2.776,627.0
2191413526623795869,2022-01-24 06:59:14,2022-01-24 07:04:20,1.237,306.0
-6340270431416439292,2022-01-24 20:32:23,2022-01-24 20:47:33,6.745,910.0
8573481069622968242,2022-01-24 00:36:16,2022-01-24 00:47:22,6.94,666.0
152308364129775507,2022-01-24 05:48:49,2022-01-24 06:04:28,12.322,939.0
-8747567933713642536,2022-01-24 21:27:06,2022-01-24 21:32:40,2.477,334.0
4684423066559834820,2022-01-24 18:06:42,2022-01-24 18:15:32,3.815,530.0
-5700903266120763484,2022-01-24 19:00:03,2022-01-24 19:07:29,1.971,446.0
-691868283194321767,2022-01-24 15:01:33,2022-01-24 15:14:22,2.22,769.0
-2715774035211821586,2022-01-24 10:52:26,2022-01-24 11:00:03,2.475,457.00000000000006
2161208730521113335,2022-01-24 08:02:21,2022-01-24 08:10:34,4.525,493.00000000000006
1256311718335541766,2022-01-24 14:15:44,2022-01-24 14:27:05,2.799,681.0
-7183128733237775446,2022-01-24 20:14:46,2022-01-24 20:22:44,2.899,478.00000000000006
-4423583945164190704,2022-01-24 10:56:14,2022-01-24 10:59:38,0.787,204.0
101612594413849555,2022-01-24 14:51:40,2022-01-24 15:06:09,4.897,869.0
7199726280518740839,2022-01-24 20:36:01,2022-01-24 20:47:47,10.141,706.0
8670959000414973550,2022-01-24 07:01:52,2022-01-24 07:13:54,3.488,722.0
-120533065648834162,2022-01-24 07:00:27,2022-01-24 07:16:31,5.934,964.0
3520085142257159550,2022-01-24 10:00:59,2022-01-24 10:15:58,5.071,899.0
-155287018549305761,2022-01-24 08:37:47,2022-01-24 08:52:58,8.373,911.0
6336690520356602002,2022-01-24 15:34:52,2022-01-24 15:42:55,2.271,483.00000000000006
-3745677217887053455,2022-01-24 13:11:52,2022-01-24 13:19:41,2.82,469.00000000000006
-5482954736989732395,2022-01-24 18:45:59,2022-01-24 18:57:37,5.587,698.0
1742637863525200053,2022-01-24 04:02:18,2022-01-24 04:17:49,9.876,931.0
-19250627743211326,2022-01-24 17:28:30,2022-01-24 17:33:33,1.24,303.0
4126440165432512636,2022-01-24 19:24:38,2022-01-24 19:35:42,3.718,664.0
349134780772338736,2022-01-24 17:46:16,2022-01-24 17:52:41,3.771,385.0
2448277514686905054,2022-01-24 20:28:50,2022-01-24 20:39:11,2.151,621.0
-7193506143395622894,2022-01-24 11:08:50,2022-01-24 11:16:25,3.285,455.0
2948506328519983846,2022-01-24 05:30:13,2022-01-24 05:40:45,3.772,632.0
6271587228285846393,2022-01-24 16:32:54,2022-01-24 16:48:37,6.01,943.0
8683371116896003280,2022-01-24 05:13:09,2022-01-24 05:24:20,10.887,671.0
2969520328752705369,2022-01-24 19:02:30,2022-01-24 19:12:08,3.409,578.0
-2373287605489629541,2022-01-24 07:03:21,2022-01-24 07:13:30,4.143,609.0
-1755385027850289339,2022-01-24 09:34:34,2022-01-24 09:42:40,3.89,486.00000000000006
1019022744226295479,2022-01-24 13:05:48,2022-01-24 13:16:44,2.908,656.0
-7996568255631619788,2022-01-24 16:35:15,2022-01-24 16:45:18,2.506,603.0
-2090839268242442481,2022-01-24 18:33:38,2022-01-24 18:47:54,4.572,856.0
-8729626792831189438,2022-01-24 19:53:59,2022-01-24 20:03:13,3.707,554.0
8425734156264421161,2022-01-24 05:17:18,2022-01-24 05:30:51,5.411,813.0
2298923369146531596,2022-01-24 15:36:33,2022-01-24 15:47:20,2.016,647.0
7097593266027498990,2022-01-24 07:50:01,2022-01-24 08:03:04,4.609,783.0
140924211874273195,2022-01-24 14:34:37,2022-01-24 14:50:35,4.886,958.0
-8233366959219107734,2022-01-24 21:47:48,2022-01-24 22:00:53,4.02,785.0
3610245783740244171,2022-01-24 06:54:30,2022-01-24 07:02:02,3.491,452.0
2802913976229286988,2022-01-24 18:21:37,2022-01-24 18:31:37,3.666,600.0
-4218876881423910826,2022-01-24 07:34:47,2022-01-24 07:47:03,4.453,736.0
9148076894195209599,2022-01-24 16:59:51,2022-01-24 17:07:11,2.015,440.0
-1285142322426661031,2022-01-24 12:45:52,2022-01-24 12:54:41,3.874,529.0
-2503225182423103795,2022-01-24 09:22:42,2022-01-24 09:30:39,2.08,477.00000000000006
-1457225166522745425,2022-01-24 07:22:39,2022-01-24 07:26:16,2.111,217.0
8436812172486230511,2022-01-24 18:08:35,2022-01-24 18:11:39,1.403,184.0
-5897362251819520044,2022-01-24 19:54:19,2022-01-24 20:08:17,6.771,838.0
-3596906601269397034,2022-01-24 05:47:22,2022-01-24 06:02:45,9.103,923.0
-3979405424626842859,2022-01-24 07:59:57,2022-01-24 08:12:00,3.786,723.0
-1760690907990407138,2022-01-24 08:07:30,2022-01-24 08:19:44,6.212,734.0
177027308808416485,2022-01-24 19:10:40,2022-01-24 19:20:37,4.991,597.0
7713309837941506168,2022-01-24 22:14:58,2022-01-24 22:30:21,6.039,923.0
3064232143786917097,2022-01-24 17:30:05,2022-01-24 17:40:09,4.992,604.0
4576183829948863949,2022-01-24 01:49:57,2022-01-24 01:59:30,5.637,573.0
-3675110010399413569,2022-01-24 19:17:16,2022-01-24 19:26:16,4.679,540.0
3345798290781929022,2022-01-24 12:52:43,2022-01-24 13:04:26,2.159,703.0
-7040803077824545572,2022-01-24 08:11:17,2022-01-24 08:18:03,4.69,406.0
-1338151146358511467,2022-01-24 16:56:03,2022-01-24 17:10:43,5.18,880.0
4212486117202634492,2022-01-24 17:16:11,2022-01-24 17:23:59,2.1,468.00000000000006
1846181581701850642,2022-01-24 21:18:10,2022-01-24 21:22:24,2.455,254.00000000000003
-5517329065209490821,2022-01-24 20:01:31,2022-01-24 20:08:33,2.025,422.0
8877860558503235024,2022-01-24 10:27:33,2022-01-24 10:36:50,4.302,557.0
8623322646358773966,2022-01-24 15:48:17,2022-01-24 15:59:25,3.169,668.0
6889841973259768489,2022-01-24 07:57:26,2022-01-24 08:02:50,1.674,324.0
-488153830630969153,2022-01-24 08:23:30,2022-01-24 08:29:02,1.583,332.0
219172211431380749,2022-01-24 07:16:30,2022-01-24 07:30:23,5.601,833.0
-4630935193167708757,2022-01-24 07:31:21,2022-01-24 07:42:22,4.238,661.0
-919945682744606261,2022-01-24 13:14:28,2022-01-24 13:24:53,3.037,625.0
-2658264576488465525,2022-01-24 15:12:55,2022-01-24 15:29:27,4.075,992.0
7896252031703443293,2022-01-24 09:18:49,2022-01-24 09:25:28,3.213,399.0
2374965445692417594,2022-01-24 13:06:50,2022-01-24 13:23:26,4.242,996.0
-3495574741096255875,2022-01-24 12:06:04,2022-01-24 12:14:46,2.221,522.0
5235122596686083119,2022-01-24 09:48:45,2022-01-24 09:59:46,2.471,661.0
5093567042917146882,2022-01-24 21:26:11,2022-01-24 21:41:04,8.227,893.0
1726707270321615511,2022-01-24 04:29:51,2022-01-24 04:45:46,12.057,955.0
6974869222827045229,2022-01-24 19:02:34,2022-01-24 19:06:44,1.883,250.00000000000003
1833706418783175699,2022-01-24 20:34:22,2022-01-24 20:46:44,5.856,742.0
6842089256989642033,2022-01-24 11:46:39,2022-01-24 11:54:08,1.648,449.0
2310996992194485982,2022-01-24 13:46:55,2022-01-24 13:58:01,2.964,666.0
-2585515759201209117,2022-01-24 16:33:52,2022-01-24 16:50:16,2.873,984.0
-1103708912777035308,2022-01-24 07:41:39,2022-01-24 07:48:15,1.725,396.0
-1681980343653542238,2022-01-24 10:18:51,2022-01-24 10:27:25,2.506,514.0
4727414534486764171,2022-01-24 21:00:33,2022-01-24 21:13:36,5.948,783.0
-8803220370536853842,2022-01-24 11:29:36,2022-01-24 11:45:30,5.205,954.0
5250333631112751135,2022-01-24 18:47:41,2022-01-24 19:01:42,6.306,841.0
7434023637987243291,2022-01-24 10:30:59,2022-01-24 10:44:29,1.58,810.0
281607533804818918,2022-01-24 19:18:11,2022-01-24 19:25:01,1.833,410.0
-8850824110709664398,2022-01-24 00:30:04,2022-01-24 00:40:54,8.023,650.0
2463969486045251901,2022-01-24 09:43:17,2022-01-24 09:52:53,3.371,576.0
1073684823117884628,2022-01-24 21:15:22,2022-01-24 21:30:40,7.399,918.0
611053011626450176,2022-01-24 12:21:32,2022-01-24 12:34:42,5.393,790.0
7899288638964613084,2022-01-24 18:59:59,2022-01-24 19:14:48,5.352,889.0
-8958904904836054575,2022-01-24 17:31:44,2022-01-24 17:39:50,3.645,486.00000000000006
-2902328376630783793,2022-01-24 09:32:05,2022-01-24 09:37:05,1.498,300.0
6218564012159741299,2022-01-24 17:14:06,2022-01-24 17:24:07,2.024,601.0
-4094069069859438273,2022-01-24 07:53:49,2022-01-24 08:02:11,2.347,502.00000000000006
-7063196069456624593,2022-01-24 08:05:54,2022-01-24 08:18:59,3.103,785.0
-8872746943256026065,2022-01-24 21:19:46,2022-01-24 21:36:09,7.483,983.0
953156299837953950,2022-01-24 12:10:02,2022-01-24 12:21:54,3.08,712.0
-9081623148487461613,2022-01-24 16:16:35,2022-01-24 16:26:01,2.453,566.0
-9068111473402726496,2022-01-24 10:17:27,2022-01-24 10:24:26,2.414,419.0
-2254650145080131462,2022-01-24 18:15:59,2022-01-24 18:27:04,4.045,665.0
5575109563749372423,2022-01-24 05:41:56,2022-01-24 05:57:50,6.9,954.0
8597978659236475162,2022-01-24 05:46:53,2022-01-24 06:02:32,7.971,939.0
7692257458314516433,2022-01-24 09:23:35,2022-01-24 09:30:41,2.127,426.0
-5993335768656346167,2022-01-24 05:38:49,2022-01-24 05:50:32,7.515,703.0
-4308959396048552578,2022-01-24 14:31:44,2022-01-24 14:45:37,4.206,833.0
-3361061952303739236,2022-01-24 08:33:08,2022-01-24 08:38:15,1.782,307.0
589030329154643486,2022-01-24 07:19:58,2022-01-24 07:29:22,4.578,564.0
6406824800469711154,2022-01-24 16:26:01,2022-01-24 16:35:11,1.694,550.0
-5815927160123740328,2022-01-24 07:18:26,2022-01-24 07:25:46,2.329,440.0
-5710553971502562721,2022-01-24 08:39:12,2022-01-24 08:50:22,4.289,670.0
1643843578235446076,2022-01-24 11:23:14,2022-01-24 11:30:07,2.269,413.0
3248621462559343353,2022-01-24 23:53:46,2022-01-25 00:04:58,3.374,672.0
1367820277301589588,2022-01-24 04:59:10,2022-01-24 05:04:41,1.466,331.0
-4954028962397534957,2022-01-24 09:48:58,2022-01-24 09:58:02,1.985,544.0
1135753205124861001,2022-01-24 21:03:29,2022-01-24 21:12:30,2.396,541.0
-258797642627984100,2022-01-24 09:01:44,2022-01-24 09:13:50,5.947,726.0
8129084303386802270,2022-01-24 18:02:54,2022-01-24 18:08:54,3.145,360.0
-56943930573733521,2022-01-24 17:44:39,2022-01-24 17:59:10,4.621,871.0
1372435161165254569,2022-01-24 17:30:03,2022-01-24 17:36:46,1.83,403.0
5126682064381247604,2022-01-24 09:53:22,2022-01-24 10:07:20,3.313,838.0
-2104072522866237857,2022-01-24 21:27:00,2022-01-24 21:33:59,3.249,419.0
-6473126275056188066,2022-01-24 08:46:43,2022-01-24 08:59:39,4.637,776.0
-4772242986924939598,2022-01-24 07:44:27,2022-01-24 07:51:33,2.128,426.0
7630035101459829349,2022-01-24 07:24:05,2022-01-24 07:40:28,4.793,983.0
6590385979958293284,2022-01-24 18:39:07,2022-01-24 18:45:02,1.781,355.0
-8454647272738263607,2022-01-24 20:03:50,2022-01-24 20:14:14,4.173,624.0
-6261762033044269179,2022-01-24 07:51:44,2022-01-24 07:56:48,2.012,304.0
4331145358674534981,2022-01-24 18:14:38,2022-01-24 18:29:49,6.643,911.0
-2531160260326607632,2022-01-24 18:38:10,2022-01-24 18:53:16,5.619,906.0
-8055748694382100319,2022-01-24 10:16:00,2022-01-24 10:30:28,5.148,868.0
2968456601828168680,2022-01-24 21:30:55,2022-01-24 21:41:55,5.859,660.0
5976813851166787231,2022-01-24 15:40:53,2022-01-24 15:56:38,5.707,945.0
-647571536773948343,2022-01-24 12:58:19,2022-01-24 13:05:19,3.006,420.0
-73736183041886364,2022-01-24 17:46:31,2022-01-24 18:02:36,5.638,965.0
1725850919014351670,2022-01-24 08:02:47,2022-01-24 08:19:14,8.57,987.0
-6028673534707987563,2022-01-24 14:18:46,2022-01-24 14:33:29,3.004,883.0
-1898941252312509680,2022-01-24 19:01:06,2022-01-24 19:10:09,2.424,543.0
-909834562743012978,2022-01-24 17:01:34,2022-01-24 17:11:19,2.972,585.0
6237138014712186686,2022-01-24 21:37:17,2022-01-24 21:46:12,3.49,535.0
-7085248652112185646,2022-01-24 01:07:56,2022-01-24 01:14:57,2.394,421.0
4139938927320132139,2022-01-24 13:50:59,2022-01-24 13:58:49,2.368,470.00000000000006
-3585300258541300215,2022-01-24 12:49:34,2022-01-24 13:05:06,5.37,932.0
2623003543185508328,2022-01-24 15:40:48,2022-01-24 15:54:04,2.53,796.0
-538751817040316328,2022-01-24 20:16:09,2022-01-24 20:22:19,2.756,370.0
-8765759654473512806,2022-01-24 19:05:20,2022-01-24 19:11:33,1.957,373.0
-2477927223745658123,2022-01-24 23:17:02,2022-01-24 23:21:24,3.397,262.0
-3433055894544327366,2022-01-24 02:49:15,2022-01-24 03:03:52,7.906,877.0
5154678568716046911,2022-01-24 20:34:56,2022-01-24 20:48:56,5.18,840.0
6503627879558135210,2022-01-24 17:25:16,2022-01-24 17:40:08,2.778,892.0
3455257384469223235,2022-01-24 22:28:52,2022-01-24 22:36:43,2.438,471.00000000000006
6830999351131905473,2022-01-24 07:19:15,2022-01-24 07:35:47,4.328,992.0
-2739161900233366952,2022-01-24 05:20:09,2022-01-24 05:32:02,3.698,713.0
-8962363675371488490,2022-01-24 21:05:32,2022-01-24 21:19:59,6.674,867.0
-1697843088112590677,2022-01-24 23:33:55,2022-01-24 23:37:35,1.865,220.0
8055249256620397954,2022-01-24 10:58:40,2022-01-24 11:10:35,3.187,715.0
-6588954925950342331,2022-01-24 14:19:26,2022-01-24 14:33:16,2.655,830.0
456732211096504531,2022-01-24 04:23:30,2022-01-24 04:34:31,4.856,661.0
636932107333709283,2022-01-24 17:30:12,2022-01-24 17:43:18,3.543,786.0
-2844392961638381180,2022-01-24 12:19:38,2022-01-24 12:31:41,2.77,723.0
-1359848414795798759,2022-01-24 02:32:59,2022-01-24 02:36:43,2.008,224.0
-2455663124370598625,2022-01-24 22:10:27,2022-01-24 22:23:47,5.098,800.0
-8734553176191675038,2022-01-24 08:44:19,2022-01-24 08:54:46,6.363,627.0
2297479046645697858,2022-01-24 10:52:46,2022-01-24 11:04:36,3.085,710.0
3388935708889277967,2022-01-24 09:06:58,2022-01-24 09:20:05,4.05,787.0
-2270804371321170353,2022-01-24 15:54:28,2022-01-24 16:06:36,3.455,728.0
-6627842196912410340,2022-01-24 10:36:17,2022-01-24 10:46:43,5.001,626.0
-5527066790993190040,2022-01-24 22:06:34,2022-01-24 22:19:49,6.728,795.0
-3452663737178767223,2022-01-24 14:08:43,2022-01-24 14:13:20,2.704,277.0
-4062832622037129153,2022-01-24 07:34:23,2022-01-24 07:43:29,3.25,546.0
2191680434874882248,2022-01-24 20:42:05,2022-01-24 20:53:13,4.407,668.0
-8365077197613910275,2022-01-24 19:41:01,2022-01-24 19:45:46,2.208,285.0
3574939758673467369,2022-01-24 09:17:25,2022-01-24 09:26:39,4.774,554.0
6616025517454336524,2022-01-24 09:48:47,2022-01-24 10:02:29,4.73,822.0
917669137870386247,2022-01-24 16:55:34,2022-01-24 17:08:21,4.708,767.0
1356024468654387600,2022-01-24 04:32:22,2022-01-24 04:37:32,1.799,310.0
1397322100834108837,2022-01-24 07:48:35,2022-01-24 07:59:39,2.213,664.0
-140640869825104753,2022-01-24 06:49:09,2022-01-24 06:56:12,2.624,423.0
291246351405000388,2022-01-24 08:42:19,2022-01-24 08:48:30,1.46,371.0
-4642355901554519922,2022-01-24 07:36:51,2022-01-24 07:49:18,4.97,747.0
-3346859756240338754,2022-01-24 05:40:22,2022-01-24 05:56:43,7.481,981.0
-4226534304124109279,2022-01-24 12:32:37,2022-01-24 12:46:52,2.342,855.0
-6693435122880632709,2022-01-24 16:52:24,2022-01-24 17:03:57,2.165,693.0
6442610511121233549,2022-01-24 12:19:09,2022-01-24 12:31:15,3.056,726.0
-4927811010893458043,2022-01-24 15:27:12,2022-01-24 15:39:57,2.594,765.0
-8929874601401274774,2022-01-24 22:59:52,2022-01-24 23:11:45,4.523,713.0
3306054413894007285,2022-01-24 20:08:04,2022-01-24 20:21:08,3.655,784.0
8359959665931576456,2022-01-24 08:34:05,2022-01-24 08:44:37,2.162,632.0
5061512901535739563,2022-01-24 13:13:28,2022-01-24 13:27:15,5.472,827.0
6027913670133945499,2022-01-24 22:31:26,2022-01-24 22:38:18,2.955,412.0
-2490645446368584300,2022-01-24 22:34:50,2022-01-24 22:49:45,7.085,895.0
1764783303216158009,2022-01-24 07:10:45,2022-01-24 07:17:46,2.423,421.0
-7516540176930041929,2022-01-24 06:46:55,2022-01-24 06:55:15,3.3,500.00000000000006
-7493473476464650059,2022-01-24 19:09:24,2022-01-24 19:15:24,2.484,360.0
3661993442116570319,2022-01-24 17:32:03,2022-01-24 17:37:08,2.051,305.0
3998162480174837052,2022-01-24 17:42:37,2022-01-24 17:55:14,6.586,757.0
3909281259028088722,2022-01-24 17:14:11,2022-01-24 17:20:15,1.618,364.0
2787070833505106625,2022-01-24 09:42:26,2022-01-24 09:56:14,5.725,828.0
-2493891314720138318,2022-01-24 22:28:36,2022-01-24 22:44:59,7.549,983.0
3168698341252868184,2022-01-24 19:33:22,2022-01-24 19:45:45,2.597,743.0
-7364406004846306948,2022-01-24 04:27:15,2022-01-24 04:31:39,2.145,264.0
-5733215541853178206,2022-01-24 21:53:50,2022-01-24 22:05:33,4.651,703.0
4500905097301887616,2022-01-24 04:51:29,2022-01-24 04:58:01,1.966,392.0
-1149182710853223018,2022-01-24 20:04:25,2022-01-24 20:14:19,2.868,594.0
-4225405923848162247,2022-01-24 15:04:52,2022-01-24 15:13:37,2.531,525.0
286260362365116881,2022-01-24 15:57:39,2022-01-24 16:14:00,5.026,981.0
-2437328015046093208,2022-01-24 13:44:12,2022-01-24 13:54:54,2.013,642.0
1355520821247297408,2022-01-24 21:10:38,2022-01-24 21:23:53,7.397,795.0
2507663057578896343,2022-01-24 17:27:11,2022-01-24 17:37:20,4.468,609.0
-6396167003876445605,2022-01-24 14:00:50,2022-01-24 14:14:14,4.438,804.0
-2670499696002281042,2022-01-24 20:00:40,2022-01-24 20:11:59,0.206,679.0
5375656509279289643,2022-01-24 07:20:55,2022-01-24 07:35:06,5.169,851.0
3645080272585751414,2022-01-24 16:30:07,2022-01-24 16:40:40,2.541,633.0
-3580355368749640591,2022-01-24 07:58:59,2022-01-24 08:02:52,2.14,233.00000000000003
-6640488150235759420,2022-01-24 18:27:55,2022-01-24 18:34:55,2.352,420.0
-4760391404547866609,2022-01-24 16:32:57,2022-01-24 16:48:49,3.821,952.0
-6578400273440135457,2022-01-24 10:45:53,2022-01-24 10:51:55,3.316,362.0
5964161400503757155,2022-01-24 17:53:32,2022-01-24 18:00:12,2.869,400.0
4276947547841431830,2022-01-24 08:37:37,2022-01-24 08:43:32,3.173,355.0
-296629779769616529,2022-01-24 08:55:57,2022-01-24 09:06:55,4.467,658.0
-2216456695570394243,2022-01-24 13:15:55,2022-01-24 13:28:17,3.373,742.0
6625994059561049741,2022-01-24 17:43:13,2022-01-24 17:57:16,6.614,843.0
-6764686192308670665,2022-01-24 14:29:29,2022-01-24 14:37:34,2.37,485.00000000000006
9216341926175895313,2022-01-24 19:46:23,2022-01-24 19:56:13,4.506,590.0
-4954899536374748622,2022-01-24 23:26:47,2022-01-24 23:40:22,6.616,815.0
2796722200412133909,2022-01-24 14:58:44,2022-01-24 15:04:33,1.78,349.0
-480499699963938898,2022-01-24 22:55:59,2022-01-24 23:06:04,5.355,605.0
4248213461466616721,2022-01-24 06:07:03,2022-01-24 06:11:06,1.951,243.00000000000003
-4861876509667476808,2022-01-24 20:56:13,2022-01-24 21:10:49,5.837,876.0
-3298637945502004805,2022-01-24 22:36:47,2022-01-24 22:51:27,4.494,880.0
1933919802893561200,2022-01-24 15:08:47,2022-01-24 15:17:45,1.947,538.0
-9077174006094158041,2022-01-24 16:56:11,2022-01-24 17:02:37,1.848,386.0
-8660255879985587209,2022-01-24 16:37:24,2022-01-24 16:49:41,4.75,737.0
4773288292596056793,2022-01-24 18:04:46,2022-01-24 18:19:26,7.116,880.0
-1539863956299292088,2022-01-24 06:41:23,2022-01-24 06:55:45,4.968,862.0
-3731993910781481432,2022-01-24 05:54:12,2022-01-24 06:01:01,3.185,409.0
9062105582347228055,2022-01-24 06:15:02,2022-01-24 06:30:02,5.375,900.0
-794361648044380087,2022-01-24 21:53:06,2022-01-24 21:59:14,2.982,368.0
2108110224396737281,2022-01-24 12:04:26,2022-01-24 12:16:49,2.892,743.0
-4735717652352051686,2022-01-24 10:50:15,2022-01-24 10:57:38,1.716,443.0
-125928483737609680,2022-01-24 09:36:22,2022-01-24 09:49:04,5.7,762.0
5770777656726980048,2022-01-24 17:56:58,2022-01-24 18:02:53,2.198,355.0
-6115385843201421459,2022-01-24 08:57:58,2022-01-24 09:05:33,2.747,455.0
-5845313697084158324,2022-01-24 21:02:32,2022-01-24 21:12:32,3.848,600.0
-8189685620294782337,2022-01-24 07:46:40,2022-01-24 07:55:26,3.638,526.0
-1064550610555427790,2022-01-24 11:32:24,2022-01-24 11:48:09,3.815,945.0
-7676633068133068709,2022-01-24 13:48:20,2022-01-24 14:03:46,4.667,926.0
-1516441434160236944,2022-01-24 23:46:11,2022-01-24 23:51:48,2.914,337.0
1331703610704594219,2022-01-24 17:52:03,2022-01-24 18:01:28,5.804,565.0
-2103569258368981593,2022-01-24 19:33:07,2022-01-24 19:45:32,3.164,745.0
6849687074067591342,2022-01-24 20:52:11,2022-01-24 21:00:42,3.18,511.00000000000006
-6836115471127409873,2022-01-24 07:08:42,2022-01-24 07:15:51,2.082,429.0
3184785474795531610,2022-01-24 12:21:12,2022-01-24 12:30:31,1.999,559.0
2144367013370043709,2022-01-24 18:20:15,2022-01-24 18:32:09,3.88,714.0
-7478492788027237053,2022-01-24 16:10:27,2022-01-24 16:26:45,4.551,978.0
-6756519210558259983,2022-01-24 13:14:02,2022-01-24 13:22:57,2.566,535.0
-8763178454708746801,2022-01-24 17:59:08,2022-01-24 18:01:46,0.78,158.0
2540623098640234731,2022-01-24 15:49:14,2022-01-24 16:03:26,2.749,852.0
1003024626079314408,2022-01-24 18:32:10,2022-01-24 18:42:19,3.567,609.0
-7034417897211815334,2022-01-24 16:40:56,2022-01-24 16:54:20,3.006,804.0
6018859720888108964,2022-01-24 10:38:34,2022-01-24 10:44:08,2.433,334.0
5108628671654740563,2022-01-24 22:57:21,2022-01-24 23:11:40,6.284,859.0
2604475905438310577,2022-01-24 06:45:22,2022-01-24 07:00:00,2.52,878.0
-5492018091645322577,2022-01-24 09:22:18,2022-01-24 09:29:03,2.698,405.0
3466063082176578635,2022-01-24 18:33:02,2022-01-24 18:39:51,2.424,409.0
7660887530666904294,2022-01-24 13:50:40,2022-01-24 14:03:11,2.446,751.0
-2734255515228786759,2022-01-24 14:07:32,2022-01-24 14:14:51,2.319,439.0
-2458832365516093459,2022-01-24 15:39:12,2022-01-24 15:54:55,3.13,943.0
-767334370801220602,2022-01-24 17:36:53,2022-01-24 17:47:52,4.856,659.0
-6473296112331570541,2022-01-24 22:19:26,2022-01-24 22:26:42,2.982,436.0
6008021233921236511,2022-01-24 21:24:09,2022-01-24 21:29:30,2.734,321.0
-4221448510107532162,2022-01-24 10:08:09,2022-01-24 10:23:53,4.923,944.0
-528522250252697766,2022-01-24 08:12:07,2022-01-24 08:15:41,1.609,214.0
-5517088474658189425,2022-01-24 14:01:41,2022-01-24 14:13:14,2.321,693.0
4393495749063305793,2022-01-24 12:23:16,2022-01-24 12:31:41,2.157,505.00000000000006
-6755335706675572680,2022-01-24 09:16:47,2022-01-24 09:26:41,5.22,594.0
3053099736119029157,2022-01-24 12:46:17,2022-01-24 13:02:05,3.616,948.0
